period,SMALL LoEP,ME1 EP2,SMALL HiEP,BIG LoEP,ME2 EP2,BIG HiEP
197207,0.02454141721175762,-0.024767419778750598,-0.025851488356730748,-0.02965718967502497,-0.008883581978596254,-0.026672136944396817
197208,0.03268834431606361,-0.012058474273803674,0.042352171456115376,-0.06003416705459029,-0.051797343169370395,0.009433865636223612
197209,-0.008463449119355246,-0.03761879504133829,-0.01960658792603607,-0.04345402929686852,-0.04002871221381223,-0.038342488198680656
197210,-0.01688755877562961,-0.004263116673071818,-0.02434112022526758,-0.025390108344507847,0.04892029726307126,0.021548535120908208
197211,0.12918549127292445,0.06547873702797948,0.1017242413257074,0.03296585325890591,0.0459213541122628,0.11139346269787061
197212,-0.0004041314279414316,-0.02090760526533168,0.03701957627268677,0.01233739982568747,0.008872945321126263,-0.00936343170346549
197301,-0.07984324971113296,-0.07058023540253767,-0.007699357524037149,-0.06004689819244907,-0.06433329586781872,-0.1257348178871584
197302,-0.05614132523372657,-0.1192063257623398,-0.0947857931956616,-0.11866653094641538,-0.1009830477270371,-0.19942355853813365
197303,-0.01046825009038885,-0.021030864220458738,-0.06412846827846838,-0.022446454073354025,-0.047532209954710185,
197304,-0.106767,-0.12713738150666318,-0.05908707923978611,-0.10274669070066342,-0.13057862331547931,
197305,-0.014767559829396096,-0.10424295133471093,0.000442576469036587,-0.032531108348663726,-0.07599267686064805,-0.021277
197306,-0.08482443362821057,-0.06376420512631974,0.021442484816465518,-0.019965087813475207,-0.033127494845042696,-0.039680003038248104
197307,0.09053939433828534,0.10658902562571788,0.14042439364011175,0.24803349088700927,0.20245470730681853,0.127451
197308,0.012821900286532732,-0.09538517422450675,-0.020868162622536372,-0.01775470339307422,-0.07368540327468753,-0.07028243556431232
197309,0.09479264952820063,0.07441788661351674,0.04897277025046263,0.1378116815015287,0.09150977624601893,0.12899584300916087
197310,-0.014417152173969015,-0.02783820284342906,0.06544161592010415,-0.048416436673961456,-0.011644846045402817,0.03408970731438111
197311,-0.2406462861606083,-0.20034849170195237,-0.04525531043676068,-0.16239154906008132,-0.19261088899214085,-0.223944
197312,0.04840109579812344,-0.042800973431748934,0.018629015406063945,0.024682411914064662,-0.01840190170857447,-0.004582284355861772
197401,0.0888069439902806,0.16657284221930324,0.07656152220650121,0.057508388553143414,0.10702874207369115,0.007992537549308308
197402,0.10005483729187455,0.012772777418169817,-0.047129532290011315,0.03686952268695155,-0.03178430595346397,0.06993
197403,0.05624441113978295,-0.022300289640098794,-0.06627234538802357,0.06274179598225493,-0.002575778149153213,
197404,-0.055556,-0.07547504669745024,0.0029481052085270996,-0.06472785020762846,-0.07220635080476424,
197405,0.0,-0.09758355875969948,-0.047057333809376704,-0.055399944707038705,-0.06154827145901355,
197406,-0.038518141735132586,-0.02908178656915229,-0.004280247839133272,-0.059251863635691626,-0.013001047485709866,-0.040555106211947384
197407,-0.1007812200616201,-0.032857220372556346,-0.12736287118653378,-0.04981578758965999,-0.0635180172410117,0.08397
197408,-0.1324005156392477,-0.10480887961316838,-0.0730001655847923,-0.10780655806248815,-0.024443018238593572,-0.248756
197409,-0.045594208952309485,-0.1251107979586188,-0.12862484520579315,-0.047436585690485825,-0.06724215755545775,-0.0955042854695802
197410,0.053263608784288916,0.06386684236430279,0.15283632528689087,0.23581577467476902,0.13428714392160973,0.12597058306232317
197411,-0.07675921926418658,-0.10915250024469154,-0.1349713219869869,0.003096290195482411,-0.07787420460389065,-0.0059751913833487776
197412,-0.01198379697825203,-0.08385068397113443,-0.017519521601335967,-0.05177371961841442,-0.06212915754741988,-0.021520902316556623
197501,0.3182814792083587,0.2630354681915213,0.2633179425155233,0.5596981271277779,0.33660533916131663,0.081013
197502,0.09739976678084694,0.08671932817922748,0.04389757147899967,0.07162877269910416,0.0328314020191102,0.119048
197503,0.033787363078449976,0.06362605968225925,0.1837924664108465,0.1587865215552815,0.07437301549005479,0.0804945623082209
197504,0.05246749184127677,0.03885332835574888,0.15789099337406312,0.08354233708914921,0.04334513517944257,
197505,0.07467028240776895,0.03698374539722846,0.12426705880493202,0.19789781450185537,0.04178011158247742,
197506,0.11955246036968226,0.06963215735976534,0.06855545056071445,0.10059020623078256,0.05457885482257049,0.03144648242703863
197507,-0.0055163728749889965,0.030656635176522184,-0.030689712190268982,-0.04078181638788721,-0.010284586867259263,0.133333
197508,-0.028613791455103652,-0.04494354512124017,-0.015914757782177286,-0.03839799422239906,-0.060310388335526086,0.0
197509,-0.00414756264498397,-0.027854686979757015,-0.03795000142612703,-0.034584178588921266,0.0022517181745971325,-0.050294926787119915
197510,0.0688436026346556,0.02087673127826803,0.017645004091801243,0.07645031131263261,0.058387555316887926,0.04181214715375132
197511,0.06326880531060253,0.019885966337462473,-0.04360881879789245,0.017461835674578242,-0.005478024630886411,0.110092
197512,0.0042870352104208385,-0.007672415851015832,-0.02172656684507442,-0.001999166457500264,0.002926359938773148,0.01191748306970924
197601,0.1023894463699131,0.17837716255590333,0.05584595240147655,0.41590557734538725,0.14660705094018325,-0.017049313719826792
197602,-0.010485233516399572,0.10694033947333055,-0.05082697031941678,0.16540442555780133,0.1782226124478352,
197603,0.050328776578816424,0.012781480284323233,0.09821859743443122,0.061667650936944166,-0.015349584743621386,0.02369952126477985
197604,-0.08184732284756055,-0.046544728944619466,-0.055935174626827386,0.0181655304572448,-0.040638840896936444,-0.04333614443396481
197605,-0.056291,-0.01892525767315828,-0.026553678956695734,-0.010317613663743251,-0.0011569825436660887,-0.062201
197606,0.04415835178477073,0.04557789596497372,0.07493450161230497,0.08420187467984008,0.03400433710001726,0.11940832611458226
197607,-0.023220786034175746,-0.019667545657528235,0.024744406654874734,-0.032025657448684984,0.015600063209046219,-0.053287765916999075
197608,-0.001597012655477105,-0.03747906392896853,-0.010315266674665228,-0.020660824291175075,-0.003868040047679434,-0.02904219196752915
197609,0.05066399458437875,0.019326831206005042,-0.011270688023164603,0.006146190582460629,0.02717531268821126,0.06667813629491247
197610,-0.030835394337309,-0.006054087202536336,-0.06499743644914124,0.006300189681206462,-0.01640234441825824,-0.028383756576461226
197611,0.04153005655880881,0.03039784426624141,-0.0010598445972160794,0.01630083190454672,0.046796914372291394,0.12167044846998853
197612,0.07263322879583646,0.09470254685607499,0.04466827201008342,0.11656665309902932,0.1132753948253185,0.09322662611609116
197701,-0.0967610331412772,0.007619167943700757,-0.09065799427647454,0.005161062292432158,-0.003958851994975105,-0.07319878089065598
197702,-0.005095806983945947,-0.031233434567059362,-0.007148068891463577,-0.042978169681544734,-0.03029563098982626,
197703,-0.008769750166165597,0.004460438811768617,-0.04722681634532881,0.030791253861553302,-0.014514847353117888,0.05716851078577778
197704,-0.026006116310344725,0.013644854802757629,0.00838088927475163,0.003994858151341606,-0.016313193308777927,
197705,0.052381,0.01769418202034053,-0.01421244877606466,0.015908115062596657,-0.003605145356462863,0.0
197706,0.025325989801223556,0.07373488312166195,0.08885848755741922,0.07371320704460288,0.06743351443224893,0.06301218268594438
197707,0.01254807830334047,0.007951881763698248,-0.007695320076109761,0.026262897963137424,0.026882388420117163,-0.06597147346776283
197708,-0.03271346873392299,-0.011047098665768796,-0.020622533518956793,0.023105274290806405,-0.0047609600803061695,-0.02661003888201595
197709,0.011421211149149029,0.012877039074709131,-0.0020781462745123494,0.02215972250271169,0.00518756428063159,-0.009780413089484094
197710,-0.08214078373843349,0.0046864113827111,-0.07907389814989296,-0.048137100982470725,-0.027704087050284806,-0.0580747747269429
197711,0.03783438710594276,0.062285695581842486,0.054973356153868336,0.09306364069225016,0.0804482926392077,0.07255229726232282
197712,0.006989758811538778,0.012557449087292491,0.02355764935805874,0.0604448817269485,0.02011277140834435,0.004763268895784615
197801,-0.09191892453999886,-0.021787503313190907,-0.03297006467001146,-0.005653634543981188,-0.029068436708105445,-0.06349143559612766
197802,-0.030026677771330137,0.03698088717812894,0.025133668161418526,0.04607980377870239,0.06302230440076276,-0.009868046511387452
197803,0.025500411648467176,0.09241900427424904,0.10426366611337458,0.11821986127745238,0.07007308921645333,0.07975945201678522
